ID,Provincia,Canton,Localizacion,Cantidad,Tasa,Genero,Año
,HEREDIA,FLORES,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,SAN PABLO,ENCEFALO,0,0,HOMBRE,2011
,HEREDIA,SARAPIQUI,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,LIBERIA,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,NICOYA,ENCEFALO,2,9.73,HOMBRE,2011
,GUANACASTE,SANTA CRUZ,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,BAGACES,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,CARRILLO,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,CAÑAS,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,ABANGARES,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,TILARAN,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,NANDAYURE,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,LA CRUZ,ENCEFALO,0,0,HOMBRE,2011
,GUANACASTE,HOJANCHA,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,CENTRAL,ENCEFALO,1,1.83,HOMBRE,2011
,PUNTARENAS,ESPARZA,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,BUENOS AIRES,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,MONTES DE ORO,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,OSA,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,AGUIRRE,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,GOLFITO,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,COTO BRUS,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,PARRITA,ENCEFALO,0,0,HOMBRE,2011
,PUNTARENAS,CORREDORES,ENCEFALO,2,12.05,HOMBRE,2011
,PUNTARENAS,GARABITO,ENCEFALO,0,0,HOMBRE,2011
,LIMON,CENTRAL,ENCEFALO,0,0,HOMBRE,2011
,LIMON,POCOCI,ENCEFALO,1,1.23,HOMBRE,2011
,LIMON,SIQUIRRES,ENCEFALO,0,0,HOMBRE,2011
,LIMON,TALAMANCA,ENCEFALO,0,0,HOMBRE,2011
,LIMON,MATINA,ENCEFALO,0,0,HOMBRE,2011
,LIMON,GUACIMO,ENCEFALO,0,0,HOMBRE,2011
,SAN JOSE,CENTRAL,RIÑON,3,1.7,HOMBRE,2011
,SAN JOSE,ESCAZU,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,DESAMPARADOS,RIÑON,4,2.63,HOMBRE,2011
,SAN JOSE,PURISCAL,RIÑON,1,6.35,HOMBRE,2011
,SAN JOSE,TARRAZU,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,ASERRI,RIÑON,2,7.12,HOMBRE,2011
,SAN JOSE,MORA,RIÑON,1,7.31,HOMBRE,2011
,SAN JOSE,GOICOECHEA,RIÑON,3,4.57,HOMBRE,2011
,SAN JOSE,SANTA ANA,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,ALAJUELITA,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,CORONADO,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,ACOSTA,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,TIBAS,RIÑON,1,3.32,HOMBRE,2011
,SAN JOSE,MORAVIA,RIÑON,2,7.38,HOMBRE,2011
,SAN JOSE,MONTES DE OCA,RIÑON,3,11.3,HOMBRE,2011
,SAN JOSE,TURRUBARES,RIÑON,1,41.84,HOMBRE,2011
,SAN JOSE,DOTA,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,CURRIDABAT,RIÑON,1,2.74,HOMBRE,2011
,SAN JOSE,PEREZ ZELEDON,RIÑON,0,0,HOMBRE,2011
,SAN JOSE,LEON CORTES,RIÑON,1,14.65,HOMBRE,2011
,ALAJUELA,CENTRAL,RIÑON,2,1.38,HOMBRE,2011
,ALAJUELA,SAN RAMON,RIÑON,2,4.4,HOMBRE,2011
,ALAJUELA,GRECIA,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,SAN MATEO,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,ATENAS,RIÑON,1,7.48,HOMBRE,2011
,ALAJUELA,NARANJO,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,PALMARES,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,POAS,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,OROTINA,RIÑON,1,10.44,HOMBRE,2011
,ALAJUELA,SAN CARLOS,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,ALFARO RUIZ,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,VALVERDE VEGA,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,UPALA,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,LOS CHILES,RIÑON,0,0,HOMBRE,2011
,ALAJUELA,GUATUSO,RIÑON,0,0,HOMBRE,2011
,CARTAGO,CENTRAL,RIÑON,2,2.55,HOMBRE,2011
,CARTAGO,PARAISO,RIÑON,0,0,HOMBRE,2011
,CARTAGO,LA UNION,RIÑON,1,1.86,HOMBRE,2011
,CARTAGO,JIMENEZ,RIÑON,0,0,HOMBRE,2011
,CARTAGO,TURRIALBA,RIÑON,0,0,HOMBRE,2011
,CARTAGO,ALVARADO,RIÑON,0,0,HOMBRE,2011
,CARTAGO,OREAMUNO,RIÑON,0,0,HOMBRE,2011
,CARTAGO,EL GUARCO,RIÑON,1,5.04,HOMBRE,2011
,HEREDIA,CENTRAL,RIÑON,2,2.98,HOMBRE,2011
,HEREDIA,BARVA,RIÑON,0,0,HOMBRE,2011
,HEREDIA,SANTO DOMINGO,RIÑON,0,0,HOMBRE,2011
,HEREDIA,SANTA BARBARA,RIÑON,0,0,HOMBRE,2011
,HEREDIA,SAN RAFAEL,RIÑON,1,4.53,HOMBRE,2011
,HEREDIA,SAN ISIDRO,RIÑON,2,17.58,HOMBRE,2011
,HEREDIA,BELEN,RIÑON,0,0,HOMBRE,2011
,HEREDIA,FLORES,RIÑON,0,0,HOMBRE,2011
,HEREDIA,SAN PABLO,RIÑON,0,0,HOMBRE,2011
,HEREDIA,SARAPIQUI,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,LIBERIA,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,NICOYA,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,SANTA CRUZ,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,BAGACES,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,CARRILLO,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,CAÑAS,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,ABANGARES,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,TILARAN,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,NANDAYURE,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,LA CRUZ,RIÑON,0,0,HOMBRE,2011
,GUANACASTE,HOJANCHA,RIÑON,0,0,HOMBRE,2011
,PUNTARENAS,CENTRAL,RIÑON,2,3.66,HOMBRE,2011
,PUNTARENAS,ESPARZA,RIÑON,2,14.04,HOMBRE,2011
,PUNTARENAS,BUENOS AIRES,RIÑON,1,4.43,HOMBRE,2011
,PUNTARENAS,MONTES DE ORO,RIÑON,0,0,HOMBRE,2011
,PUNTARENAS,OSA,RIÑON,0,0,HOMBRE,2011
,PUNTARENAS,AGUIRRE,RIÑON,0,0,HOMBRE,2011
,PUNTARENAS,GOLFITO,RIÑON,2,13.13,HOMBRE,2011
,PUNTARENAS,COTO BRUS,RIÑON,0,0,HOMBRE,2011
,PUNTARENAS,PARRITA,RIÑON,1,15.4,HOMBRE,2011
,PUNTARENAS,CORREDORES,RIÑON,0,0,HOMBRE,2011
,PUNTARENAS,GARABITO,RIÑON,0,0,HOMBRE,2011
,LIMON,CENTRAL,RIÑON,0,0,HOMBRE,2011
,LIMON,POCOCI,RIÑON,5,6.14,HOMBRE,2011
,LIMON,SIQUIRRES,RIÑON,1,3.1,HOMBRE,2011
,LIMON,TALAMANCA,RIÑON,0,0,HOMBRE,2011
,LIMON,MATINA,RIÑON,0,0,HOMBRE,2011
,LIMON,GUACIMO,RIÑON,0,0,HOMBRE,2011
